,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,Lebu,-37.6167,-73.65,55.27,91,85,1.54,CL,1618702359
127,Kaitangata,-46.2817,169.8464,59.0,66,89,4.0,NZ,1618702359
128,Neepawa,50.2289,-99.4664,60.8,27,75,13.8,CA,1618702359
129,Deputatsky,69.3,139.9,16.86,71,100,19.73,RU,1618702205
130,Saint-Philippe,-21.3585,55.7679,73.4,94,75,4.61,RE,1618702360
131,Chegdomyn,51.1167,133.0167,44.44,76,70,1.23,RU,1618702360
132,Abonnema,4.7084,6.7931,78.8,94,40,5.35,NG,1618702360
133,Fevik,58.3794,8.6766,48.0,65,53,5.75,NO,1618702361
134,Navrongo,10.8956,-1.0921,84.16,49,86,8.05,GH,1618702361
135,‘Ewa Beach,21.3156,-158.0072,82.4,65,90,4.61,US,1618702361
136,Bathsheba,13.2167,-59.5167,80.6,61,40,18.41,BB,1618702362
137,Along,28.1667,94.7667,65.89,86,97,0.87,IN,1618702362
138,Salalah,17.0151,54.0924,78.8,61,0,3.44,OM,1618702362
139,Lodwar,3.1191,35.5973,84.36,48,95,15.66,KE,1618702363
140,Dongsheng,39.8161,109.9776,43.48,23,0,10.02,CN,1618702363
141,Humberto de Campos,-2.5983,-43.4611,77.29,89,64,6.58,BR,1618702363
142,Aasiaat,68.7098,-52.8699,5.47,89,100,8.08,GL,1618702364
143,Taoudenni,22.6783,-3.9836,83.77,15,0,10.25,ML,1618702077
144,Jiuquan,39.7432,98.5174,52.48,16,98,0.87,CN,1618702364
145,Dalbandin,28.8947,64.4101,73.09,16,62,4.59,PK,1618702364
146,Pevek,69.7008,170.3133,23.25,91,84,13.85,RU,1618702177
147,Shimoda,34.6667,138.95,61.0,41,20,20.71,JP,1618702365
148,Saldanha,-33.0117,17.9442,66.2,34,0,1.14,ZA,1618702365
149,Kahului,20.8947,-156.47,80.6,61,40,14.97,US,1618702365
150,Koumac,-20.5667,164.2833,81.68,64,68,1.19,NC,1618702366
151,Yarega,63.4354,53.5765,23.07,81,66,9.84,RU,1618702366
152,Çanakkale Province,40.0833,26.8333,50.0,87,0,9.22,TR,1618702366
153,Upernavik,72.7868,-56.1549,7.11,85,100,6.67,GL,1618702101
154,Kulhudhuffushi,6.6221,73.07,83.28,72,42,6.33,MV,1618702367
155,Moerai,-22.4333,-151.3333,78.89,73,14,4.27,PF,1618702367
156,Santa Rosa,14.3122,121.1114,84.0,83,40,3.44,PH,1618702235
157,Beisfjord,68.3751,17.5988,37.99,73,9,3.0,NO,1618702367
158,Lüderitz,-26.6481,15.1594,76.82,38,30,4.41,NA,1618702368
159,Esperance,-33.8667,121.9,55.4,82,0,10.36,AU,1618702368
160,Tūkrah,32.5341,20.5791,67.08,70,100,7.25,LY,1618702368
161,Caibarién,22.5206,-79.4669,87.8,45,40,9.22,CU,1618702369
162,Cabo San Lucas,22.8909,-109.9124,80.01,34,1,10.36,MX,1618702274
163,Mokhsogollokh,61.4681,128.9203,22.19,68,85,10.02,RU,1618702369
164,Chany,55.3121,76.7647,34.36,76,95,10.4,RU,1618702369
165,Sibolga,1.7427,98.7792,75.43,83,56,3.51,ID,1618702370
166,Ilulissat,69.2167,-51.1,8.6,61,90,12.66,GL,1618702201
167,Humenné,48.9371,21.9163,36.0,99,59,6.17,SK,1618702334
168,Hofn,64.2539,-15.2082,45.43,99,100,16.22,IS,1618702370
169,Panguna,-6.3164,155.4848,82.92,58,97,1.74,PG,1618702371
170,Puerto Nariño,-3.7703,-70.3831,80.6,89,75,2.1,CO,1618702371
171,Qui Nhon,13.7667,109.2333,76.57,79,8,5.7,VN,1618702371
172,Foshan,23.0268,113.1315,77.0,36,100,6.42,CN,1618702371
173,Coquimbo,-29.9533,-71.3436,57.2,88,75,5.75,CL,1618702144
174,Alberton,46.8168,-64.0654,35.6,93,100,19.57,CA,1618702372
175,Modrica,43.5204,21.3647,39.2,93,75,11.5,RS,1618702372
176,Rafaela,-31.2503,-61.4867,71.01,73,13,5.01,AR,1618702373
177,Roald,62.5833,6.1333,41.0,60,0,6.91,NO,1618702373
178,Eilat,29.5581,34.9482,78.8,29,0,13.8,IL,1618702279
179,Srednekolymsk,67.45,153.6833,31.48,74,99,18.77,RU,1618702373
180,Adrar,20.5022,-10.0711,73.42,20,0,10.78,MR,1618702374
181,Lázaro Cárdenas,17.9583,-102.2,80.92,55,1,11.81,MX,1618702374
182,Gigmoto,13.7796,124.39,78.3,90,100,27.09,PH,1618702374
183,Bengkulu,-3.8004,102.2655,75.65,85,100,1.32,ID,1618702234
184,Provideniya,64.3833,-173.3,31.89,90,79,6.02,RU,1618702375
185,Kuřim,49.2985,16.5314,42.01,81,100,4.09,CZ,1618702375
186,Karachi,24.9056,67.0822,77.0,88,4,4.61,PK,1618702375
187,Iqaluit,63.7506,-68.5145,17.6,67,20,2.3,CA,1618702114
188,Hualmay,-11.0964,-77.6139,68.22,85,36,10.11,PE,1618702376
189,Almaznyy,48.0448,40.045,42.8,81,0,2.24,RU,1618702376
190,Emerald,-23.5333,148.1667,69.01,56,0,13.8,AU,1618702376
191,Lorengau,-2.0226,147.2712,83.05,71,89,11.03,PG,1618702377
192,Barrow,71.2906,-156.7887,30.2,80,1,11.5,US,1618702377
193,Sola,-13.8833,167.55,82.51,74,84,14.79,VU,1618702194
194,Itarema,-2.9248,-39.9167,78.55,83,10,11.12,BR,1618702377
195,Rādhanpur,23.8333,71.6,80.82,67,0,8.12,IN,1618702378
196,Airai,-8.9266,125.4092,67.28,65,87,3.4,TL,1618702378
197,Isangel,-19.55,169.2667,82.4,78,75,8.05,VU,1618702378
198,Mvuma,-19.2792,30.5283,48.29,78,82,7.27,ZW,1618702379
199,Vaitape,-16.5167,-151.75,82.33,73,78,8.7,PF,1618702379
200,Jumla,29.2747,82.1838,36.91,85,22,6.44,NP,1618702379
201,Aklavik,68.2191,-135.0107,48.2,31,20,6.91,CA,1618702380
202,Kaeo,-35.1,173.7833,64.99,66,31,1.99,NZ,1618702380
203,Cidreira,-30.1811,-50.2056,70.3,86,100,8.55,BR,1618702380
204,Ribas do Rio Pardo,-20.4431,-53.7592,74.5,68,62,4.65,BR,1618702381
205,Maniitsoq,65.4167,-52.9,7.47,75,75,15.21,GL,1618702381
206,Amahai,-3.3333,128.9167,86.0,90,70,0.29,ID,1618702381
207,Sabha,27.0377,14.4283,80.94,21,100,12.95,LY,1618702382
208,Verāval,20.9,70.3667,78.17,77,0,11.12,IN,1618702382
209,Fortuna,40.5982,-124.1573,54.0,87,1,12.66,US,1618702199
210,Neenah,44.1858,-88.4626,57.2,13,75,4.61,US,1618702383
211,Alofi,-19.0595,-169.9187,80.6,74,15,3.44,NU,1618702383
212,Canora,51.6333,-102.4343,59.0,36,1,14.97,CA,1618702383
213,Palmer,42.1584,-72.3287,48.2,57,90,6.91,US,1618702180
214,Rio Verde de Mato Grosso,-18.9181,-54.8442,76.71,63,76,3.53,BR,1618702384
215,Tommot,58.9564,126.2925,30.58,68,100,7.2,RU,1618702384
216,Manokwari,-0.8667,134.0833,80.96,73,93,1.61,ID,1618702267
217,Kīl Bhuvanagiri,11.4667,79.6333,82.15,77,54,5.66,IN,1618702335
218,Menongue,-14.6585,17.691,59.77,66,22,4.81,AO,1618702384
219,Kruisfontein,-34.0033,24.7314,61.0,32,16,4.14,ZA,1618702385
220,Te Anau,-45.4167,167.7167,53.35,90,99,5.64,NZ,1618702249
221,Altay,47.8667,88.1167,42.8,60,10,4.61,CN,1618702385
222,Kalangala,-0.3089,32.225,73.4,88,20,16.26,UG,1618702385
223,Waingapu,-9.6567,120.2641,80.22,76,80,5.19,ID,1618702204
224,Novikovo,51.1537,37.8879,42.62,88,81,6.8,RU,1618702386
225,Behat,30.1667,77.6167,66.45,50,0,4.76,IN,1618702386
226,Mahrīz,31.5917,54.4318,68.0,24,75,4.61,IR,1618702387
227,Hamilton,39.1834,-84.5333,54.0,82,90,3.44,US,1618702230
228,Hirosaki,40.5931,140.4725,55.99,100,75,14.97,JP,1618702387
229,Phalodi,27.1333,72.3667,77.2,28,0,9.8,IN,1618702387
230,Vestmannaeyjar,63.4427,-20.2734,39.99,64,100,19.01,IS,1618702388
231,Uyemskiy,64.4743,40.8524,32.0,74,0,6.71,RU,1618702388
232,Castro,-24.7911,-50.0119,58.86,93,66,2.84,BR,1618702388
233,Bowen,-20.0167,148.2333,77.0,83,90,9.22,AU,1618702389
234,Kamaishi,39.2667,141.8833,53.6,71,75,5.75,JP,1618702389
235,Mago,53.2514,140.1822,37.35,96,99,2.15,RU,1618702389
236,Māngrol,21.1167,70.1167,77.95,79,0,9.06,IN,1618702390
237,Tongliao,43.6125,122.2653,49.64,23,1,7.27,CN,1618702390
238,Karpathos,35.507,27.2132,69.8,46,100,16.11,GR,1618702390
239,Brae,60.3964,-1.353,42.8,70,0,17.27,GB,1618702275
240,Torbay,47.6666,-52.7314,35.01,100,90,13.8,CA,1618702391
241,Wajima,37.4,136.9,42.8,93,75,12.66,JP,1618702115
242,Khatanga,71.9667,102.5,-0.87,95,100,12.62,RU,1618702391
243,Fujin,47.26,132.0322,47.57,63,8,5.23,CN,1618702392
244,Brodokalmak,55.5748,62.082,32.0,59,0,8.95,RU,1618702392
245,Dikson,73.5069,80.5464,-16.02,100,44,2.68,RU,1618702392
246,Longyearbyen,78.2186,15.6401,30.2,74,75,14.97,SJ,1618702393
247,Muli,2.9167,73.5667,82.6,70,47,10.07,MV,1618702393
248,Eenhana,-17.4667,16.3333,69.8,46,52,5.75,NA,1618702393
249,Geraldton,-28.7667,114.6,68.0,37,59,11.5,AU,1618702157
250,Juan Lacaze,-34.4342,-57.4381,64.0,91,95,10.76,UY,1618702394
251,Warmbad,-28.45,18.7333,76.48,23,49,10.38,NA,1618702394
252,Sampit,-2.5333,112.95,78.13,81,100,1.07,ID,1618702394
253,Souillac,-20.5167,57.5167,77.0,94,75,8.05,MU,1618702395
254,Astoria,46.1879,-123.8313,77.0,18,1,9.22,US,1618702395
255,Leningradskiy,69.3833,178.4167,34.54,84,96,9.62,RU,1618702120
256,Várzea da Palma,-17.5981,-44.7308,68.97,55,14,3.22,BR,1618702395
257,Saint-Joseph,-21.3667,55.6167,71.6,94,75,4.61,RE,1618702396
258,Belaya Gora,68.5333,146.4167,24.93,76,70,14.85,RU,1618702396
259,Nha Trang,12.25,109.1833,77.0,83,20,5.75,VN,1618702147
260,Polonnaruwa,7.9333,81.0,74.26,93,99,2.51,LK,1618702396
261,Hobyo,5.3505,48.5268,82.78,68,43,10.56,SO,1618702397
262,Nelson Bay,-32.7167,152.15,57.99,100,90,14.97,AU,1618702397
263,Porto Walter,-8.2686,-72.7439,73.58,98,100,2.95,BR,1618702398
264,Mossamedes,-15.1961,12.1522,82.31,65,0,1.74,AO,1618702398
265,Umluj,25.0213,37.2685,79.39,61,0,2.55,SA,1618702297
266,Constantine,36.365,6.6147,42.8,87,75,2.3,DZ,1618702101
267,Oktyabr'skiy,54.4815,53.471,39.24,70,0,6.29,RU,1618702398
268,Mindif,10.3976,14.4363,90.18,17,85,5.39,CM,1618702399
269,Kavieng,-2.5744,150.7967,82.92,76,71,10.87,PG,1618702399
270,Suntar,62.1444,117.6319,14.79,78,100,12.55,RU,1618702399
271,Spearfish,44.4908,-103.8594,51.8,32,40,12.66,US,1618702400
272,Puri,19.8,85.85,78.8,94,20,6.91,IN,1618702400
273,Bonnyville,54.2668,-110.735,60.8,43,75,18.41,CA,1618702206
274,Dingle,10.9995,122.6711,81.27,68,100,11.92,PH,1618702400
275,Bondoukou,8.0333,-2.8,75.29,78,78,3.27,CI,1618702401
276,Husavik,66.0449,-17.3389,37.4,100,90,4.63,IS,1618702401
277,Provincie Utrecht,52.0,5.25,42.01,87,44,6.06,NL,1618702150
278,Karratha,-20.7377,116.8463,83.3,42,0,10.04,AU,1618702402
279,Tallahassee,30.4383,-84.2807,66.2,94,90,3.44,US,1618702150
280,Senanga,-16.1167,23.2667,60.91,56,37,7.02,ZM,1618702402
281,Tiksi,71.6872,128.8694,6.04,91,100,11.3,RU,1618702117
282,Yeovil,50.9416,-2.6321,39.0,80,54,2.3,GB,1618702113
283,Aden,12.7794,45.0367,80.17,71,31,16.98,YE,1618702403
284,Bonavista,48.6499,-53.1147,35.01,93,100,5.75,CA,1618702403
285,Malanje,-9.5402,16.341,63.64,95,88,3.04,AO,1618702403
286,Khandyga,62.6667,135.6,27.64,79,96,8.95,RU,1618702403
287,Bambanglipuro,-7.95,110.2833,77.14,85,83,3.42,ID,1618702404
288,Candolim,15.5181,73.7626,82.4,89,20,5.75,IN,1618702404
289,Chibombo,-14.6569,28.0706,58.98,84,91,9.75,ZM,1618702405
290,Berdigestyakh,62.0989,126.6992,16.9,79,46,11.25,RU,1618702405
291,Sambava,-14.2667,50.1667,76.24,85,98,5.48,MG,1618702405
292,Raudeberg,61.9875,5.1352,44.01,59,0,7.25,NO,1618702406
293,Nishihara,26.1842,127.7558,66.2,55,40,19.57,JP,1618702406
294,Port Blair,11.6667,92.75,80.64,75,45,4.47,IN,1618702406
295,Beringovskiy,63.05,179.3167,32.72,98,100,12.08,RU,1618702407
296,Requena,39.4883,-1.1004,48.0,84,35,4.83,ES,1618702387
297,Saint George,37.1041,-113.5841,68.0,18,40,11.5,US,1618702210
298,Pāvilosta,56.8879,21.1859,48.2,53,20,4.61,LV,1618702407
299,Okhotsk,59.3833,143.3,27.79,91,100,10.47,RU,1618702408
300,Soddy-Daisy,35.2359,-85.1908,66.2,42,75,12.66,US,1618702408
301,Teguise,29.0605,-13.564,66.2,68,40,10.36,ES,1618702408
302,Meulaboh,4.1363,96.1285,76.64,86,97,3.71,ID,1618702409
303,Petropavlovsk-Kamchatskiy,53.0452,158.6483,44.6,42,100,4.47,RU,1618702222
304,Havelock,34.8791,-76.9013,63.0,63,40,10.36,US,1618702409
305,Lompoc,34.6391,-120.4579,59.0,67,1,17.27,US,1618702409
306,Trelew,-43.249,-65.3051,62.15,57,99,18.61,AR,1618702410
307,Guerrero Negro,27.9769,-114.0611,63.75,64,1,20.45,MX,1618702410
308,Auki,-8.7676,160.7034,85.01,68,85,1.7,SB,1618702410
309,Pisco,-13.7,-76.2167,68.0,83,0,24.16,PE,1618702259
310,Oranjemund,-28.55,16.4333,74.5,40,26,7.83,NA,1618702411
311,Rehoboth,-23.3167,17.0833,60.93,59,94,6.6,NA,1618702411
312,Bambous Virieux,-20.3428,57.7575,77.0,94,75,8.05,MU,1618702411
313,Launceston,-41.45,147.1667,55.0,87,26,11.5,AU,1618702412
314,Port Hawkesbury,45.6169,-61.3485,37.0,100,90,14.97,CA,1618702412
315,Wattegama,6.7989,81.4808,73.83,91,73,4.47,LK,1618702412
316,Arlit,18.7369,7.3853,84.69,6,98,6.24,NE,1618702413
317,Grand Gaube,-20.0064,57.6608,77.0,88,33,1.99,MU,1618702136
318,Vengerovo,55.6848,76.7471,35.19,78,99,10.6,RU,1618702413
319,Conde,-7.2597,-34.9075,73.4,100,40,12.66,BR,1618702413
320,Ferme-Neuve,46.7001,-75.4493,53.6,50,100,5.75,CA,1618702414
321,Quelimane,-17.8786,36.8883,75.0,73,75,3.44,MZ,1618702414
322,Marsabit,2.3284,37.9899,68.38,66,87,16.93,KE,1618702414
323,St. George's,12.0564,-61.7485,82.4,74,20,14.97,GD,1618702415
324,Ormara,25.2088,64.6357,78.85,81,6,6.98,PK,1618702415
325,Holiday,28.1878,-82.7395,79.0,81,67,1.99,US,1618702415
326,Porbandar,21.6422,69.6093,78.37,83,2,8.75,IN,1618702415
327,Tautira,-17.7333,-149.15,87.8,66,20,12.66,PF,1618702416
328,Turukhansk,65.8167,87.9833,2.21,91,100,8.48,RU,1618702416
329,Champerico,14.3,-91.9167,89.6,62,40,11.5,GT,1618702416
330,Saint-François,46.4154,3.9054,46.4,61,0,9.22,FR,1618702417
331,High Rock,26.6208,-78.2833,80.6,74,0,11.5,BS,1618702193
332,Careiro da Várzea,-3.2003,-59.8119,78.8,94,40,2.3,BR,1618702417
333,Brønnøysund,65.4625,12.1997,35.6,93,11,2.3,NO,1618702417
334,Kefamenanu,-9.4467,124.4781,76.01,78,90,3.36,ID,1618702418
335,Kuril'sk,45.2333,147.8833,38.34,94,100,20.51,RU,1618702418
336,Wewak,-3.5534,143.6268,77.74,87,100,6.24,PG,1618702418
337,Makakilo City,21.3469,-158.0858,82.4,65,90,4.61,US,1618702419
338,Ostrovnoy,68.0531,39.5131,29.08,83,96,6.35,RU,1618702419
339,Magistral'nyy,56.1725,107.4458,19.51,65,53,8.14,RU,1618702419
340,Matata,-37.8833,176.75,62.01,66,45,1.99,NZ,1618702420
341,Kudat,6.8837,116.8477,80.6,83,20,5.75,MY,1618702420
342,Sitka,57.0531,-135.33,53.6,58,75,3.44,US,1618702420
343,Kazanskaya,45.4106,40.4361,47.48,90,100,6.17,RU,1618702421
344,Antalaha,-14.9003,50.2788,74.39,91,96,5.93,MG,1618702421
345,Paka,4.6374,103.4368,73.4,100,20,2.73,MY,1618702422
346,Sena Madureira,-9.0656,-68.6569,73.0,91,99,2.64,BR,1618702422
347,Yablonovo,50.8523,37.3574,42.8,87,0,4.47,RU,1618702422
348,Lodja,-3.4833,23.4333,70.34,98,58,2.95,CD,1618702423
349,Camalú,30.85,-116.0667,63.0,45,0,10.0,MX,1618702423
350,Yashkul',46.1711,45.3435,53.19,77,100,6.55,RU,1618702423
351,Stroud,51.75,-2.2,42.01,68,47,3.65,GB,1618702424
352,Shangrao,28.4532,117.9686,61.93,72,100,8.59,CN,1618702424
353,Bulgan,48.8125,103.5347,41.72,44,27,1.28,MN,1618702424
354,Deer Lake,49.1667,-57.4316,35.6,69,75,13.8,CA,1618702425
355,Cartagena,10.3997,-75.5144,84.2,79,75,9.22,CO,1618702425
356,Freeport,40.6576,-73.5832,54.0,47,90,5.75,US,1618702371
357,Luba,3.4568,8.5547,80.6,94,40,5.75,GQ,1618702425
